e	a
e	i
i	i
o	e
a	o
e	a
i	e
t	ht
l	t
θ	t
tl	t
θ	t
s	h
ʃ	ʃ
ʃ	x
tʃ	s
w	v
w	o
j	t
j	e
k	ʔ
k	ʔ
we	o
e	i
e	a
ja	a
ʃje	se
lwi	jo
wi	o
q	h
ʃp	sp
tʃp	sp
q	s
ʃ	s
θ	s
l	h
nʃ	s
qʃ	s
hʃ	s
nl	h
ql	j
hl	hj
k	tʃ
a	i
θ	t
l	j
we	o
e	i
ja	a
ʃje	ʃe
lwi	jo
wi	o
q	h
ʃp	sp
tʃp	sp
q	s
ʃ	s
θ	s
l	h
nʃ	ʃ
qʃ	ʃ
hʃ	ʃ
nl	l
ql	l
hl	l
ʃ	ʃ
ʃ	s
k	tʃ
tʃ	ts
θ	t
l	j
we	o
e	i
ja	a
ʃje	se
lwi	jo
wi	o
q	h
ʃp	sp
tʃp	sp
q	s
ʃ	s
θ	s
l	h
nʃ	s
qʃ	s
hʃ	s
nl	h
ql	j
hl	hj
ʃ	s
tʃ	ts
θ	t
l	j
we	o
e	i
ja	a
ʃje	ʃe
lwi	jo
wi	o
q	h
ʃp	sp
tʃp	sp
q	s
ʃ	s
θ	s
l	h
nʃ	ʃ
qʃ	ʃ
hʃ	ʃ
nl	l
ql	l
hl	l
ʃ	s
tʃ	ts
θ	t
l	n
we	o
e	i
e	i
ja	a
lwi	jo
wi	o
q	h
ʃp	sp
tʃp	sp
q	s
ʃ	s
θ	s
l	s
nʃ	s
qʃ	s
hʃ	s
nl	h
ql	j
hl	hj
ʃ	s
tʃ	ts
θ	t
l	r
l	ð
tʃ	t
t	tʃ
s	ʃ
θ	r
l	r
r	l
θ	r
ʃ	l
kw	k
pw	p
mw	m
we	wə
wə	o
ʔ	h
nθ	hl
nl	hl
θ	x
ʃ	s
x	h
tʃ	h
ç	h
a	ə
weak	ə
ə	o
ə	i
ə	o
ə	o
x	χ
ə	a
ə	o
we	o
je	i
we	o
θ	s
θ	r
s	h
r	h
a	o
e	i
e	i
e	i
wi	o
wi	o
ʃ	s
tʃ	ts
e	æ
e	æ
i	e
i	e
o	u
oʔ	uʔ
wi	i
ji	i
we	i
je	i
wæ	i
jæ	i
wi	i
ji	i
we	i
je	i
wæ	i
jæ	i
æ	e
r	n
wa	uə̯
ja	iə̯
tʃ	t
t	tʃ
s	ʃ
s	ʃ
θ	r
l	r
r	l
θ	r
l	r
r	n
θ	r
l	r
r	l
ʔɬ	hs
ʔl	hs
hɬ	hs
hl	hs
θ	t
l	t
θ	h
ʃ	h
tʃ	h
ç	h
x	h
ʔ	h
nas	h
h	ʔ
hs	s
hʃ	ʃ
s	nas
s	z
ʃ	nas
ʃ	ʒ
tʃ	ʃ
hθ	s
hʃ	s
ʔθ	s
ʔʃ	s
ʃ	s
θ	l
k	χ
k	χ
e	oχ
k	oχ
o	u
o	u
wa	o
aha	a
awaha	a
awa	u
iwa	u
iwi	u
owi	o
awi	o
ehi	e
aja	i
iha	i
iji	i
ihi	i
ija	i
we	o
e	i
θ	r
ʔs	s
ʔr	s
hs	s
hr	s
r	s
je	i
ja	i
r	n
θ	ɬ
ʃ	ɬ
k	x
e	o
ʔ	h
we	o
r	s
h	ʔ
s	ʔ
tʃ	ʔ
θ	ʔ
r	ʃ
e	i
je	i
wa	o
s	θ
r	l
ʃ	s
a	ə
a	i
a	u
u	a
a	ə
e	ə
o	ə
æ	ə
u	ua
y	u
y	ə
ø	ə
ø	u
a	i
æ	i
e	i
ø	i
i	i
y	i
o	u
e	ə
e	a
i	i
i	ə
o	ə
u	ə
æ	a
ø	ə
ø	u
y	u
y	ə
b	p
b	w
tʃ	t
tʃ	t
dʒ	d
tʃ	s
dʒ	j
ɡ	k
ʃ	s
z	s
n	m
ŋ	m
r	t
r	r
r	t
l	n
l	n
l	r
l	s
p	ɸ
ɸ	w
e	je
we	je
au	ɔ
iu	ju
uu	u
eu	jo
ou	o
ɸ	h
ɔ	o
t	r
d	r
k	k
k	h
b	p
d	t
tʃ	tʃ
dʒ	tʃ
ɡ	k
ʃ	s
z	s
n	n
ŋ	n
l	n
l	n
l	r
l	r
a	a
a	i
a	a
a	e
a	a
a	i
a	e
a	a
a	o
a	u
e	a
e	e
o	o
o	u
o	u
æ	a
ø	a
ø	o
ø	u
y	o
y	u
y	i
a	a
a	i
e	e
e	ja
i	e
i	i
o	ø
o	y
o	o
u	o
u	u
u	y
æ	i
æ	a
æ	e
ø	e
ø	ø
y	ø
y	y
y	o
y	u
i	e
a	a
a	e
e	e
e	i
u	y
u	ø
æ	i
æ	e
ø	i
ø	e
ø	ø
y	ø
y	y
y	o
y	u
e	y
e	ø
e	y
e	ø
e	o
e	o
a	a
a	i
a	e
e	a
e	e
o	u
i	o
i	u
æ	e
ø	ø
ø	y
ø	o
ø	u
y	o
y	u
a	a
a	o
a	u
e	e
e	a
æ	a
æ	o
æ	u
ø	e
ø	i
ø	u
y	i
y	o
y	u
y	y
y	ø
b	h
p	h
p	j
p	b
p	h
p	b
p	h
p	b
t	d
t	tʃ
t	tʃ
d	dʒ
tʃ	dʒ
tʃ	d
ɡ	h
k	ɡ
k	ɡ
z	s
ʃ	tʃ
ʃ	s
n	dʒ
n	j
n	n
ŋ	ɡ
ŋ	n
ŋ	m
ŋ	n
ŋ	ŋ
ŋ	h
l	n
l	l
l	dʒ
l	d
j	j
j	h
o	o
o	u
æ	i
u	o
u	u
ø	o
ø	u
y	o
y	u
æ	ia
y	u
æ	i
ø	o
ø	u
æ	i
æ	ia
ø	o
ø	u
y	i
u	o
æ	u
ø	i
ø	i
u	o
u	u
æ	o
æ	u
y	o
y	u
ø	ia
p	b
t	dʒ
t	d
k	k
k	ɡ
k	ɡ
k	x
k	x
k	k
z	s
a	a
a	ʌ
ø	a
e	a
e	ʌ
e	e
i	ɯ
i	i
u	u
u	o
æ	ia
æ	ja
æ	ɛ
ø	ia
ø	ja
y	ɯ
y	i
e	ja
ø	ʌ
i	e
a	ɛ
a	a
e	ɛ
i	ɛ
o	ø
o	o
u	y
u	u
æ	ia
æ	ja
æ	ɛ
ø	ia
ø	ja
y	y
y	ø
æ	a
æ	ʌ
a	o
a	ja
a	aj
e	ʌ
e	ɜ
i	ɯ
æ	ia
æ	ja
ø	o
ø	u
y	u
y	o
e	ɛ
e	a
e	ʌ
i	ɯ
i	i
æ	e
æ	a
ø	u
ø	o
y	ɯ
t	d
t	d
tʃ	d
k	ɡ
ʃ	tʃ
ʃ	s
m	b
n	j
n	j
ʒ	j
dʒ	j
d	j
n	j
p	ɸ
ɸ	h
d	t
ɡ	k
d	j
n	j
s	ʃ
r	z
n	j
b	m
n	n
d	t
ɣ	x
d	t
b	v
v	w
ɡm	mɡ
rɡ	ɡr
rd	dr
ɣ	w
eb	ew
æb	ew
ub	uw
d	j
ɡ	j
d	ð
ð	j
ɡ	w
ew	øj
øj	yj
æ	e
s	tʃ
s	ç
a	æ
f	w
f	p
ŋ	ɡ
tʃ	ʃ
j	dʒ
dʒ	ʒ
b	m
uw	u
ɯw	u
iw	y
yw	y
aw	o
æw	ø
ew	ø
æ	ɑ
j	dʒ
x	q
nj	jn
e	i
e	i
e	je
ɤ	je
o	wo
oɡ	ɥø
ø	o
øɡ	ø
iɡ	i
aɡ̌	ɰa
ab	ɰa
aɡ̌ɯ	ɰa
ab	ɰa
oɡ̌	wo
aɡ̌u	wo
ob	wo
aɡ̌u	wo
uɡ̌	u
ub	u
iɡ̌	ɯ
ɯ	i
eɡ	je
eɡ	i
eɡ	ji
d	t
ʃ	s
z	s
z	h
ʃ	h
j	s
s	h
c	s
t	h
k	x
ɡ	x
m	b
n	d
pj	b
bj	b
tj	d
dj	d
cj	j
ɟj	j
ɓ	b
ɗ	d
n̥j	ɲ
nj	ɲ
ɲ̊j	ɲ
ɲj	ɲ
əp	t
əb	t
həp	t
həb	t
tɹ	t
b	p
t	t
d	t
t	t
d	t
k	k
ɡ	k
əp	β
əb	β
həp	β
həb	β
ət	d
əd	d
hət	d
həd	d
əc	ɟ
əɟ	ɟ
həc	ɟ
həɟ	ɟ
ək	ɡ
əɡ	ɡ
hək	ɡ
həɡ	ɡ
pj	β
bj	w
tj	d
dj	d
cj	ɟ
ɟj	ɟ
ɓ	m
ɗ	n
n̥j	ɲ
nj	ɲ
ɲ̊j	ɲ
ɲj	ɲ
tʃ	ω
ə	b
p	b
p	b
həp	b
d	t
d	t
ɡ	k
s	t
s	t
ək	ɟ
əɡɦj	ɟ
l	j
c	t
ɲ	n
a	ɨə
ɔ	uə
p	f
k	x
β	v
w	v
d	z
ɟ	z
ɹ	z
bl	z
ml	mɲ
mɲ	ɲ
ω	s
c	tɕ
ɨ	i
ɛ	a
p	f
k	x
β	bj
w	bj
β	vj
w	vj
β	v
w	v
bl	ʈ
tl	ʈ
d	z
ɟ	j
ω	ʂ
c	ʈʂ
ɹ	ʐ
c	t
ɲ	n
t	k
n	ŋ
c	t
ɲ	n
ə	ɨ
ə	ɨ
ɛ	ɛə
ɛ	a
e	a
s	h
ts	t
l	n
j	d
j	t
j	d
z	j
r	r
q	h
iw	i
uj	i
aj	ej
aw	ow
aj	e
aw	ow
həs	əs
həs	ə
həs	s
həs	həs
həs	hə
həs	s
r	r
r	h
w	b
ej	i
ow	u
a	ə
h	q
iw	i
ow	o
ej	e
h	q
a	ə
d	r
r	h
h	q
ej	e
ow	o
u	o
i	e
h	q
u	i
r	l
f	h
k	ʔ
t	k
n	ŋ
w	v
t	t
d	d
z	d
z	d
d	d
r	ɡ
r	l
r	ɡ
ɲ	n
c	s
ə	a
ə	u
j	r
d	d
z	d
j	ɡ
j	d
r	ɡ
iw	uj
ə	u
d	l
d	r
j	d
j	l
z	l
z	r
j	d
r	ɡ
iw	uj
ə	u
d	l
j	d
z	l
j	l
z	r
j	d
iw	uj
ə	a
d	r
j	ɡ
z	r
z	r
r	ɡ
r	d
s	t
c	t
uj	i
iw	uj
ə	o
j	ɡ
z	d
z	d
d	d
j	d
s	h
c	h
ay	e
d	d
z	d
z	d
j	d
j	ɡ
r	ɡ
r	r
r	r
iw	uj
z	d
j	d
r	l
ɲ	n
e	u
e	i
e	u
e	a
d	r
q	k
aɪ	ɪɪ
ai	ii
t	s
s	t
s	t
t	ʔ
k	ʔ
q	k
s	ʔ
q	k
aɪ	ɪɪ
ai	ii
t	s
s	t
s	t
s	c&
b	β
β	w
ɡ	h
t	k
k	k
q	k
s	k
q	k
aɪ	ɪɪ
ai	ii
b	β
d	d
z	d
z	d
j	d
j	ɡ
c	s
iw	uj
ə	i
u	o
d	l
j	l
d	r
z	r
j	d
j	d
r	ɡ
uj	oj
iw	uj
ə	u
t	t
d	r
z	r
d	d
z	d
z	d
j	r
j	d
r	ɡ
r	l
c	s
iw	uj
a	o
e	o
a	e
ts	t
ʈ	t
ɟ͡ʝ	d
ɖ	d
l	n
ɲ	n
ʀ	r
z	j
z	j
j	d
wa	u
r	r
q	h
i	ɔj
u	ɔw
l	r
n	l
d	r
j	ɭ
ə	u
i	e
u	o
i	e
u	o
a	æ
uj	i
uj	u
iw	u
p	f
c	s
q	ʔ
k	h
b	p
dz	ts
ɟ	ʔ
l	d
ɾ	ɡ
j	dz
w	ɡ
j	t
j	d
z	j
r	r
h	ʔ
iw	i
uj	i
aj	i
aw	u
 a poa	 b poa
 b poa	 b poa
ə	a
n	ɲ
j	l
q	h
aw	əw
aj	əj
l	r
d	r
z	d
b	w
ə	u
h	o
h	h
h	w
iw	ju
uj	i
əw	i
əj	u
aw	e
aj	ó
həs	ə
həs	s
həs	hə
həs	s
ɭ	lʔ
ɭ	l
z	j
r	ʔ
r	r
h	ʔ
p	ʔ
t	ʔ
k	ʔ
b	p
d	t
ɡ	k
ij	uj
uw	uj
uw	ój
həs	ə
həs	s
həs	hə
həs	s
l	r
j	r
z	j
iw	ju
iw	i
uj	oj
əw	o
əj	e
aw	o
aj	e
aw	o
uj	i
ə	e
ə	o
p	w
wa	o
aw	o
əw	o
wə	u
j	r
l	j
t	ð
s	t
ʀ	r
ʀ	s
d	r
ɖ	ɽ
ɲ	n
n	l
dz	r
rl	l
ɟ	k
ɟ	s
t	s
t	ð
q	χ
χ	ʕ
q	ʔ
h	ʔ
h	ʔ
a	ə
ɟ	d
ɟ	d
c	s
ai	ai̯
au	au̯
ə	a
ai	ɛ
au	ɔ
i	əi̯
u	əu̯
ʀ	l
ʀ	ɾ
u	əw
i	əj
w	v
j	ɟ
iu̯	ui̯
i	ɛ
u	ɔ
ʀ	ʔ
ʀ	ɾ
a	i
i	əi̯
u	əu̯
əi̯	ai̯
əu̯	au̯
b	f
d	s
dz	s
ɡ	k
f	s
v	f
ɡ	k
ɟ	c
v	f
ɟ	c
i	iə̯
ɛ	iə̯
u	uə̯
ɔ	uə̯
k	ʔ
ə	ə
ə	a
n	l
l	n
ɾ	n
dz	d
s	t
c	t
b	p
d	t
d	l
ʀ	h
ʀ	h
s	h
i	e
u	o
l	n
s	t
b	p
d	t
dz	c
ɡ	k
i	e
i	iə
p	k
u	o
u	o
u	ɯ
a	o
k	ʔ
a	ɛ
p	c̚
t	c̚
n	ɲ
m	ɲ
ai̯	ɛ
au̯	ɔ
ui̯	e
iu̯	e
i	e
u	o
i	ɛ
u	ɔ
i	e
u	o
ŋ	ŋ̊
p	k
t	k
m	ŋ
n	ŋ
i	əj
u	əw
j	z
w	v
p	f
p	f
k	ɣ
d	r
dz	ɟ
b	p
d	t
dz	c
ɡ	k
n	ɲ
a	o
u	o
i	e
ə	a
m	n
p	t
a	e
u	uj
a	o
u	uə
i	iə
p	ʔ
t	ʔ
k	ʔ
s	h
mb	p
nts	ɡ
ns	ɡ
nz	ɡ
nɡ	ɡ
ts	s
z	s
ɡ	s
ŋk	ɡ
ŋɡ	ɡ
ɡ	k
d	r
e	o
uj	i
iw	i
aw	o
s	h
f	h
k	ʔ
t	k
ŋ	n
r	l
v	w
p	β
p	β
c	s
j	s
k	ɣ
dr	d
ɲ	n
b	p
d	t
ɡ	k
β	w
b	k
m	ŋ
l	j
s	h
r	ɡʟ
a	e
a	e
a	ɔə
a	ɔə
a	ɔ
a	ɔ
a	ə
a	ə
a	aə
a	aə
a	a
a	a
a	ə
a	ə
ea	eə
e	e
a	ə
ia	eə
i	eə
a	eə
ia	e
i	e
a	e
ia	ə
i	ə
a	ə
ia	iə
i	iə
a	iə
ia	i
i	i
a	i
ia	ə
i	ə
a	ə
oa	ɔə
o	ɔ
a	ə
ue	uə
u	u
e	ə
uo	eə
u	e
o	ə
ua	uə
u	uə
a	uə
ua	u
u	u
a	u
ua	ə
u	ə
a	ə
ua	ɵə
u	ɵə
a	ɵə
ua	ɵ
u	ɵ
a	ɵ
ua	ə
u	ə
a	ə
u	ʉ
e	ɪ
i	ɪ
p	β
p	w
k	ɣ
ndr	d
r	r
c	s
j	s
ɲ	n
t	ʔ
b	p
b	kp
d	t
ɡ	k
m	ŋm
a	ɘ
a	a
o	œ
o	œ
o	ʊ
e	ɪ
ia	ɪ
ndr	d
r	r
d	r
p	β
p	w
b	kp
k	ɣ
ɡ	k
m	ŋm
ɲ	n
c	s
j	s
s	h
r	j
o	ɔ
e	ɛ
i	ɪ
u	i
i	i
u	ʊ
a	ɛ
o	ʊ
e	ɪ
b	m
β	p
d	n
kp	k
c	s
l	n
ɲ	n
r	ʈ
t	c
ʈ	t
q	h
k	j
q	k
k	c
t	c
s	t
ʈ	t
j	h
t	l
c	j
n	̃l
n	̃
u	i
u	o
i	e
q	k
k	c
ʈ	t̪
s	t̪
pw	h
k	h
c	j
t̪	l
t̪	t
t̪	t
t	c
t	s
j	h
q	k
k	c
ʈ	t̪
s	t̪
p	f
pw	h
t	t̪
t̪	t
k	h
c	j
t̪	l
t	c
t	h
t̪	t
t̪	t
j	h
bw	ɡ
mw	ŋ
n	ɲ
n̥	ɲ̊
o	s
o	̃
f	ɸ
q	k
q	k
k	c
k	c
s	t̪
s	t̪
k	c
k	c
t	k
t̪	t
c	ʃ
c	j
k	h
pw	w
pw	vw
p	v
t	r
ʈ	l
k	ɣ
c	j
pw	w
ʈ	t
n	̃l
n	̃
pw	fw
p	f
t	r
k	x
u	i
u	i
u	o
i	e
ŋ	n
k	c
k	j
t	c
s	t̪
p	v
pw	w
pw	vw
t̪	r
ʈ	l
c	j
t̪	r
ʈ	l
pw	w
t̪	t
ʈ	t
ɴq	ŋk
q	h
j	h
w	ɣ
n	̃l
n	̃
u	i
u	o
i	e
ŋ	n
q	k
k	j
t	c
s	t
p	f
pw	h
ʈ	l
k	h
c	s
ʈ	l
j	s
j	z
s	h
bw	ɡ
mw	ŋ
q	k
k	c
ʈ	t̪
s	t̪
pw	x
k	x
c	s
t̪	c
t̪	c
t	t
t	t
pw	w
t	l
j	z
bw	ɡw
mw	ŋw
ɡw	ɡ
ŋw	ŋ
q	k
k	c
s	t̪
c	j
k	h
t	k
t	k
j	h
p	v
pw	w
t̪	ð
ʈ	l
c	j
u	o
i	e
au	ɔ
ai	ɛ
o	ɔ
a	ɛ
a	e
ŋ	n
j	θ
j	ð
j	z
t̪	t
ʈ	t
ð	l
p	v
r	l
r	l
t	l
ŋ	n
t	t
t	l
t	l
t	l
r	l
ŋ	n
ɲ	n
c	s
j	z
p	v
p	v
k	ɣ
b	p
b	p
ɡ	k
v	p
t	dr
l	n
r	w
t	ts
a	i
a	e
p	f
s	j
d	dr
s	j
d	dr
p	t
v	θ
m	n
z	s
ɲ	n
c	s
j	z
m	n̼
b	t̼
n̼	n
t̼	t
p	v
p	v
k	ɣ
b	p
b	p
v	b
d	r
ɡ	k
z	ts
dr	ts
u	i
a	e
p	v
p	w
p	w
dr	d
dr	ɟ
ɲ	ɲ
ɲ	j
t	j
t	s
l	j
t	s
p	v
t	r
t	r
t	t
t	r
t	t
r	l
ɲ	n
ŋ	n
t	s
r	j
l	j
bw	b
t	t
t	r
t	k
dr	ɟ
d	ɟ
ɲ	n
p	v
p	p
s	r
r	r
t	s
t	k
r	l
bw	b
ŋ	ŋ
ŋ	ɡ
p	v
p	b
t	s
r	l
s	s
s	d
s	c
t	s
t	l
r	l
s	r
r	l
p	b
p	b
p	v
p	v
k	ɣ
r	r
dr	d
dr	r
ɲ	j
n	ŋ
n	ŋ
c	s
t	c
q	kw
kw	v
a	e
a	ə
t	s
v	h
v	h
b	p
b	p
ɡ	k
s	h
θ	i
d	tʃ
c	s
j	s
n	ɲ
ŋ	ɲ
w	v
l	tʃ
i	e
o	e
u	o
i	o
u	e
u	e
ai	i
ei	i
ua	ou
au	u
au	o
e	i
e	i
a	o
a	o
v	p
v	f
v	f
r	l
s	h
c	s
j	s
o	a
u	o
i	e
a	i
l	r
b	p
d	t
ɡ	k
b	m
d	n
ɡ	ŋ
b	mp
d	nt
ɡ	ŋk
f	p
f	v
k	ɣ
ɣ	k
s	h
i	e
i	e
e	o
e	o
a	o
a	e
ə	o
ə	e
l	l
nr	d
b	m
d	n
ɡ	ŋ
b	p
d	t
ɡ	k
p	b
u	e
s	h
t	h
t	r
ə	i
v	k
w	k
s	h
s	z
c	s
c	z
j	z
ɡ	k
l	r
o	u
o	ə
e	i
a	o
a	o
a	e
a	ə
t	r
b	p
b	p
d	t
s	h
p	f
h	f
v	f
h	f
p	f
h	f
v	f
h	f
u	e
u	i
ə	a
ə	e
r	l
r	i
t	r
b	p
b	p
d	t
k	w
k	u
ɣ	k
r	l
c	s
j	z
j	s
z	t
s	h
p	f
h	f
v	f
h	f
p	f
h	f
v	f
h	f
k	p
k	w
k	u
v	w
v	u
ɣ	ŋ
r	l
r	i
d	t
d	k
z	r
s	h
c	s
t	r
b	p
b	p
d	t
ɣ	k
r	l
c	s
